room_length,room_breadth,furniture_0_x,furniture_0_y,furniture_0_orientation,furniture_0_category,furniture_1_x,furniture_1_y,furniture_1_orientation,furniture_1_category,furniture_2_x,furniture_2_y,furniture_2_orientation,furniture_2_category,furniture_3_x,furniture_3_y,furniture_3_orientation,furniture_3_category,output_furniture_0_x,output_furniture_0_y,output_furniture_0_orientation,output_furniture_0_category,output_furniture_1_x,output_furniture_1_y,output_furniture_1_orientation,output_furniture_1_category,output_furniture_2_x,output_furniture_2_y,output_furniture_2_orientation,output_furniture_2_category,output_furniture_3_x,output_furniture_3_y,output_furniture_3_orientation,output_furniture_3_category
3.18,5.95,1.94,0.31,119.47,modern_chair,0.56,2.14,156.31,modern_chair,0.13,4.54,315.66,coffee_table,2.76,4.67,275.05,white_armchair,1.94,0.31,119.47,modern_chair,0.56,2.14,156.31,modern_chair,0.13,4.54,315.66,coffee_table,2.76,4.67,275.05,white_armchair
7.06,9.14,1.01,5.67,246.58,hexagonal_top_table,1.21,4.37,183.19,leather_vintage_sofa,6.13,7.12,24.77,green_sofa,6.71,0.49,219.86,modern_chair,1.01,5.67,246.58,hexagonal_top_table,1.21,4.37,183.19,leather_vintage_sofa,6.13,7.12,24.77,green_sofa,6.71,0.49,219.86,modern_chair
4.33,4.79,4.08,2.3,252.36,antique_desk,0.02,1.07,325.62,yellow_armchair,3.15,1.46,12.9,yellow_armchair,1.36,3.92,218.09,antique_desk,4.08,2.3,252.36,antique_desk,0.02,1.07,325.62,yellow_armchair,3.15,1.46,12.9,yellow_armchair,1.36,3.92,218.09,antique_desk
8.44,7.66,1.83,7.07,15.88,yellow_armchair,3.2,1.75,331.94,wooden_beige_sofa,0.94,4.09,244.74,red_brown_sofa,5.61,7.66,157.17,antique_desk,1.83,7.07,15.88,yellow_armchair,3.2,1.75,331.94,wooden_beige_sofa,0.94,4.09,244.74,red_brown_sofa,5.61,7.66,157.17,antique_desk
4.22,5.63,1.55,0.28,229.76,modern_chair,3.89,0.3,220.08,wooden_beige_sofa,2.21,2.86,316.8,hexagonal_top_table,2.54,2.9,31.42,green_sofa,1.55,0.28,229.76,modern_chair,3.89,0.3,220.08,wooden_beige_sofa,2.21,2.86,316.8,hexagonal_top_table,2.54,2.9,31.42,green_sofa
7.69,8.03,1.07,7.78,273.4,brown_sofa,1.1,4.24,243.17,green_sofa,7.12,6.66,76.94,modern_chair,6.93,1.24,156.65,modern_chair,1.07,7.78,273.4,brown_sofa,1.1,4.24,243.17,green_sofa,7.12,6.66,76.94,modern_chair,6.93,1.24,156.65,modern_chair
9.15,3.58,1.22,3.56,8.15,coffee_table,7.32,2.43,180.38,leather_vintage_sofa,5.01,2.54,200.02,coffee_table,3.36,1.87,143.25,modern_chair,1.22,3.56,8.15,coffee_table,7.32,2.43,180.38,leather_vintage_sofa,5.01,2.54,200.02,coffee_table,3.36,1.87,143.25,modern_chair
4.17,5.34,3.09,3.91,136.57,coffee_table,0.88,1.57,247.82,leather_vintage_sofa,4.02,1.64,95.76,antique_desk,0.99,3.76,346.12,green_sofa,3.09,3.91,136.57,coffee_table,0.88,1.57,247.82,leather_vintage_sofa,4.02,1.64,95.76,antique_desk,0.99,3.76,346.12,green_sofa
9.0,8.65,4.55,4.2,8.34,hexagonal_top_table,0.59,0.43,5.7,leather_vintage_sofa,6.79,5.81,162.74,yellow_armchair,4.42,1.76,162.71,coffee_table,4.55,4.2,8.34,hexagonal_top_table,0.59,0.43,5.7,leather_vintage_sofa,6.79,5.81,162.74,yellow_armchair,4.42,1.76,162.71,coffee_table
4.6,3.63,3.71,2.27,40.61,wooden_beige_sofa,3.51,1.14,232.82,coffee_table,0.18,3.23,184.55,antique_desk,1.55,1.79,190.97,modern_chair,3.71,2.27,40.61,wooden_beige_sofa,3.51,1.14,232.82,coffee_table,0.18,3.23,184.55,antique_desk,1.55,1.79,190.97,modern_chair
7.97,7.76,5.25,4.48,90.47,white_armchair,2.66,0.35,115.17,hexagonal_top_table,4.7,2.35,198.72,hexagonal_top_table,0.31,5.44,248.56,wooden_beige_sofa,5.25,4.48,90.47,white_armchair,2.66,0.35,115.17,hexagonal_top_table,4.7,2.35,198.72,hexagonal_top_table,0.31,5.44,248.56,wooden_beige_sofa
6.12,9.5,0.67,0.69,103.47,red_brown_sofa,1.96,0.4,196.4,brown_sofa,0.46,2.15,100.65,green_sofa,2.82,8.2,78.43,hexagonal_top_table,0.67,0.69,103.47,red_brown_sofa,1.96,0.4,196.4,brown_sofa,0.46,2.15,100.65,green_sofa,2.82,8.2,78.43,hexagonal_top_table
3.18,9.12,2.83,5.43,286.74,coffee_table,0.88,7.01,352.1,wooden_beige_sofa,1.63,5.57,121.67,white_armchair,1.98,7.93,145.85,antique_desk,2.83,5.43,286.74,coffee_table,0.88,7.01,352.1,wooden_beige_sofa,1.63,5.57,121.67,white_armchair,1.98,7.93,145.85,antique_desk
6.76,7.3,5.35,4.72,146.14,hexagonal_top_table,1.88,6.44,121.07,modern_chair,3.13,2.61,318.39,brown_sofa,5.85,6.96,10.89,wooden_beige_sofa,5.35,4.72,146.14,hexagonal_top_table,1.88,6.44,121.07,modern_chair,3.13,2.61,318.39,brown_sofa,5.85,6.96,10.89,wooden_beige_sofa
5.08,7.8,2.54,4.53,84.85,coffee_table,3.4,5.92,104.1,coffee_table,2.38,0.06,256.18,antique_desk,1.26,2.94,151.08,coffee_table,2.54,4.53,84.85,coffee_table,3.4,5.92,104.1,coffee_table,2.38,0.06,256.18,antique_desk,1.26,2.94,151.08,coffee_table
5.06,8.48,3.69,3.29,208.82,hexagonal_top_table,0.58,2.43,357.25,white_armchair,4.07,1.25,35.9,leather_vintage_sofa,0.32,4.25,294.48,brown_sofa,3.69,3.29,208.82,hexagonal_top_table,0.58,2.43,357.25,white_armchair,4.07,1.25,35.9,leather_vintage_sofa,0.32,4.25,294.48,brown_sofa
8.0,9.38,4.34,4.96,192.45,leather_vintage_sofa,5.29,6.08,329.61,hexagonal_top_table,4.95,5.86,119.15,leather_vintage_sofa,3.11,4.12,107.4,yellow_armchair,4.34,4.96,192.45,leather_vintage_sofa,5.29,6.08,329.61,hexagonal_top_table,4.95,5.86,119.15,leather_vintage_sofa,3.11,4.12,107.4,yellow_armchair
4.46,6.77,3.66,1.5,209.84,white_armchair,0.8,6.42,254.98,white_armchair,4.25,3.88,270.31,modern_chair,3.75,5.16,341.6,hexagonal_top_table,3.66,1.5,209.84,white_armchair,0.8,6.42,254.98,white_armchair,4.25,3.88,270.31,modern_chair,3.75,5.16,341.6,hexagonal_top_table
7.98,9.63,6.29,4.42,311.76,yellow_armchair,2.4,9.32,323.86,red_brown_sofa,1.84,2.55,10.32,yellow_armchair,5.87,0.09,232.51,white_armchair,6.29,4.42,311.76,yellow_armchair,2.4,9.32,323.86,red_brown_sofa,1.84,2.55,10.32,yellow_armchair,5.87,0.09,232.51,white_armchair
8.39,8.48,6.47,2.13,225.82,brown_sofa,7.11,5.8,41.3,red_brown_sofa,3.99,5.66,39.97,coffee_table,0.93,5.5,132.6,modern_chair,6.47,2.13,225.82,brown_sofa,7.11,5.8,41.3,red_brown_sofa,3.99,5.66,39.97,coffee_table,0.93,5.5,132.6,modern_chair
7.45,6.31,4.0,0.46,301.88,brown_sofa,6.04,5.61,326.74,leather_vintage_sofa,6.27,4.55,286.53,yellow_armchair,0.13,1.23,82.57,coffee_table,4.0,0.46,301.88,brown_sofa,6.04,5.61,326.74,leather_vintage_sofa,6.27,4.55,286.53,yellow_armchair,0.13,1.23,82.57,coffee_table
9.25,4.46,6.97,0.62,95.63,yellow_armchair,6.22,0.53,292.18,modern_chair,1.61,1.87,81.84,modern_chair,6.8,2.52,282.81,brown_sofa,6.97,0.62,95.63,yellow_armchair,6.22,0.53,292.18,modern_chair,1.61,1.87,81.84,modern_chair,6.8,2.52,282.81,brown_sofa
4.86,6.03,1.61,0.25,309.28,leather_vintage_sofa,3.2,5.07,189.47,brown_sofa,0.67,5.13,4.35,brown_sofa,3.38,5.51,70.29,white_armchair,1.61,0.25,309.28,leather_vintage_sofa,3.2,5.07,189.47,brown_sofa,0.67,5.13,4.35,brown_sofa,3.38,5.51,70.29,white_armchair
5.06,6.26,4.9,0.42,61.2,yellow_armchair,4.18,3.47,239.63,hexagonal_top_table,3.51,0.64,170.26,wooden_beige_sofa,4.35,1.63,240.68,green_sofa,4.9,0.42,61.2,yellow_armchair,4.18,3.47,239.63,hexagonal_top_table,3.51,0.64,170.26,wooden_beige_sofa,4.35,1.63,240.68,green_sofa
3.78,9.01,2.51,0.65,326.44,antique_desk,1.9,0.56,95.15,coffee_table,2.88,2.84,205.79,antique_desk,1.45,6.39,31.53,yellow_armchair,2.51,0.65,326.44,antique_desk,1.9,0.56,95.15,coffee_table,2.88,2.84,205.79,antique_desk,1.45,6.39,31.53,yellow_armchair
7.23,5.63,7.11,1.67,296.37,brown_sofa,1.9,2.31,15.45,modern_chair,4.68,2.08,317.09,leather_vintage_sofa,1.73,4.02,97.78,green_sofa,7.11,1.67,296.37,brown_sofa,1.9,2.31,15.45,modern_chair,4.68,2.08,317.09,leather_vintage_sofa,1.73,4.02,97.78,green_sofa
9.4,3.76,5.73,3.72,357.56,yellow_armchair,5.47,3.45,296.05,yellow_armchair,7.54,1.06,143.97,green_sofa,5.0,2.72,227.86,antique_desk,5.73,3.72,357.56,yellow_armchair,5.47,3.45,296.05,yellow_armchair,7.54,1.06,143.97,green_sofa,5.0,2.72,227.86,antique_desk
6.46,4.66,4.68,4.52,307.62,wooden_beige_sofa,4.81,3.37,293.57,coffee_table,5.85,3.62,327.02,coffee_table,5.25,0.19,187.64,antique_desk,4.68,4.52,307.62,wooden_beige_sofa,4.81,3.37,293.57,coffee_table,5.85,3.62,327.02,coffee_table,5.25,0.19,187.64,antique_desk
9.59,3.32,5.56,1.09,277.16,coffee_table,7.28,0.16,61.19,wooden_beige_sofa,0.62,3.16,247.58,hexagonal_top_table,0.92,2.93,163.53,white_armchair,5.56,1.09,277.16,coffee_table,7.28,0.16,61.19,wooden_beige_sofa,0.62,3.16,247.58,hexagonal_top_table,0.92,2.93,163.53,white_armchair
9.79,9.8,4.76,1.61,109.37,brown_sofa,5.32,4.12,142.9,modern_chair,1.02,1.15,106.37,green_sofa,2.09,7.11,177.64,yellow_armchair,4.76,1.61,109.37,brown_sofa,5.32,4.12,142.9,modern_chair,1.02,1.15,106.37,green_sofa,2.09,7.11,177.64,yellow_armchair
4.15,3.23,1.89,0.48,316.77,antique_desk,3.93,2.09,202.49,wooden_beige_sofa,3.57,2.04,187.59,green_sofa,1.87,1.15,187.35,coffee_table,1.89,0.48,316.77,antique_desk,3.93,2.09,202.49,wooden_beige_sofa,3.57,2.04,187.59,green_sofa,1.87,1.15,187.35,coffee_table
6.16,5.36,4.91,2.86,220.93,brown_sofa,2.56,0.23,2.14,brown_sofa,5.14,0.33,103.66,leather_vintage_sofa,5.5,4.91,350.6,green_sofa,4.91,2.86,220.93,brown_sofa,2.56,0.23,2.14,brown_sofa,5.14,0.33,103.66,leather_vintage_sofa,5.5,4.91,350.6,green_sofa
9.79,8.61,0.35,7.37,329.74,brown_sofa,2.13,1.29,11.4,green_sofa,0.16,5.84,228.3,antique_desk,8.67,6.02,256.49,red_brown_sofa,0.35,7.37,329.74,brown_sofa,2.13,1.29,11.4,green_sofa,0.16,5.84,228.3,antique_desk,8.67,6.02,256.49,red_brown_sofa
4.21,3.02,1.21,0.19,358.12,modern_chair,1.87,0.68,25.93,wooden_beige_sofa,4.18,1.66,205.03,modern_chair,0.82,1.66,232.02,yellow_armchair,1.21,0.19,358.12,modern_chair,1.87,0.68,25.93,wooden_beige_sofa,4.18,1.66,205.03,modern_chair,0.82,1.66,232.02,yellow_armchair
5.14,3.47,2.43,3.32,22.02,wooden_beige_sofa,3.27,2.04,120.18,white_armchair,1.69,3.12,144.56,hexagonal_top_table,4.36,3.11,170.25,brown_sofa,2.43,3.32,22.02,wooden_beige_sofa,3.27,2.04,120.18,white_armchair,1.69,3.12,144.56,hexagonal_top_table,4.36,3.11,170.25,brown_sofa
7.77,8.17,0.86,2.26,94.71,antique_desk,5.49,1.52,30.9,green_sofa,7.67,4.8,149.33,hexagonal_top_table,7.72,2.15,206.82,wooden_beige_sofa,0.86,2.26,94.71,antique_desk,5.49,1.52,30.9,green_sofa,7.67,4.8,149.33,hexagonal_top_table,7.72,2.15,206.82,wooden_beige_sofa
8.68,4.76,1.97,1.76,326.43,antique_desk,2.44,1.48,44.31,coffee_table,6.84,0.78,197.11,coffee_table,7.71,0.15,164.95,coffee_table,1.97,1.76,326.43,antique_desk,2.44,1.48,44.31,coffee_table,6.84,0.78,197.11,coffee_table,7.71,0.15,164.95,coffee_table
9.32,4.65,5.97,1.87,182.23,yellow_armchair,1.68,3.48,358.37,green_sofa,1.9,3.02,209.47,hexagonal_top_table,8.91,1.46,349.88,modern_chair,5.97,1.87,182.23,yellow_armchair,1.68,3.48,358.37,green_sofa,1.9,3.02,209.47,hexagonal_top_table,8.91,1.46,349.88,modern_chair
4.11,7.44,0.05,2.65,70.85,leather_vintage_sofa,3.09,0.51,124.15,brown_sofa,0.5,6.92,171.0,yellow_armchair,2.09,5.74,288.0,brown_sofa,0.05,2.65,70.85,leather_vintage_sofa,3.09,0.51,124.15,brown_sofa,0.5,6.92,171.0,yellow_armchair,2.09,5.74,288.0,brown_sofa
9.09,4.57,0.62,1.52,182.92,leather_vintage_sofa,1.21,0.87,98.64,hexagonal_top_table,0.88,3.97,42.56,antique_desk,5.43,4.29,61.26,wooden_beige_sofa,0.62,1.52,182.92,leather_vintage_sofa,1.21,0.87,98.64,hexagonal_top_table,0.88,3.97,42.56,antique_desk,5.43,4.29,61.26,wooden_beige_sofa
8.09,8.32,4.02,4.95,129.16,red_brown_sofa,6.67,4.17,162.58,green_sofa,0.7,7.54,206.28,coffee_table,4.97,1.24,279.47,yellow_armchair,4.02,4.95,129.16,red_brown_sofa,6.67,4.17,162.58,green_sofa,0.7,7.54,206.28,coffee_table,4.97,1.24,279.47,yellow_armchair
3.96,3.16,2.43,2.57,313.26,coffee_table,1.72,0.89,218.57,antique_desk,3.18,2.62,300.1,red_brown_sofa,1.96,1.97,274.9,coffee_table,2.43,2.57,313.26,coffee_table,1.72,0.89,218.57,antique_desk,3.18,2.62,300.1,red_brown_sofa,1.96,1.97,274.9,coffee_table
9.71,3.85,0.47,2.08,301.2,antique_desk,3.02,0.34,63.84,yellow_armchair,9.19,1.93,214.54,red_brown_sofa,0.36,2.66,219.67,red_brown_sofa,0.47,2.08,301.2,antique_desk,3.02,0.34,63.84,yellow_armchair,9.19,1.93,214.54,red_brown_sofa,0.36,2.66,219.67,red_brown_sofa
4.46,6.42,3.08,1.89,245.9,red_brown_sofa,0.45,4.54,323.8,hexagonal_top_table,1.4,2.4,203.34,leather_vintage_sofa,3.78,5.87,122.96,leather_vintage_sofa,3.08,1.89,245.9,red_brown_sofa,0.45,4.54,323.8,hexagonal_top_table,1.4,2.4,203.34,leather_vintage_sofa,3.78,5.87,122.96,leather_vintage_sofa
5.07,6.23,3.4,1.09,244.47,white_armchair,4.62,3.56,180.72,brown_sofa,4.4,0.56,245.11,wooden_beige_sofa,2.0,1.81,56.45,white_armchair,3.4,1.09,244.47,white_armchair,4.62,3.56,180.72,brown_sofa,4.4,0.56,245.11,wooden_beige_sofa,2.0,1.81,56.45,white_armchair
7.07,4.35,3.49,2.31,156.07,antique_desk,4.48,1.38,333.9,coffee_table,4.03,2.86,107.9,red_brown_sofa,7.01,3.46,219.48,leather_vintage_sofa,3.49,2.31,156.07,antique_desk,4.48,1.38,333.9,coffee_table,4.03,2.86,107.9,red_brown_sofa,7.01,3.46,219.48,leather_vintage_sofa
4.6,8.02,0.39,1.34,174.91,yellow_armchair,0.62,4.93,204.7,hexagonal_top_table,2.82,0.05,227.12,hexagonal_top_table,0.75,4.54,272.63,green_sofa,0.39,1.34,174.91,yellow_armchair,0.62,4.93,204.7,hexagonal_top_table,2.82,0.05,227.12,hexagonal_top_table,0.75,4.54,272.63,green_sofa
8.66,9.04,4.35,4.59,269.36,white_armchair,6.19,5.12,219.73,hexagonal_top_table,4.22,3.17,36.07,wooden_beige_sofa,6.86,6.85,108.35,wooden_beige_sofa,4.35,4.59,269.36,white_armchair,6.19,5.12,219.73,hexagonal_top_table,4.22,3.17,36.07,wooden_beige_sofa,6.86,6.85,108.35,wooden_beige_sofa
9.81,9.69,9.64,7.91,194.53,leather_vintage_sofa,0.85,4.53,104.57,coffee_table,6.89,1.32,80.49,brown_sofa,9.44,5.29,195.4,brown_sofa,9.64,7.91,194.53,leather_vintage_sofa,0.85,4.53,104.57,coffee_table,6.89,1.32,80.49,brown_sofa,9.44,5.29,195.4,brown_sofa
6.56,9.23,3.26,8.46,208.96,red_brown_sofa,2.49,3.74,28.68,wooden_beige_sofa,1.52,6.22,53.39,leather_vintage_sofa,5.46,6.8,163.62,white_armchair,3.26,8.46,208.96,red_brown_sofa,2.49,3.74,28.68,wooden_beige_sofa,1.52,6.22,53.39,leather_vintage_sofa,5.46,6.8,163.62,white_armchair
6.37,7.3,5.58,6.85,289.41,yellow_armchair,5.25,5.5,263.17,wooden_beige_sofa,5.85,3.75,294.66,hexagonal_top_table,0.09,6.87,199.5,white_armchair,5.58,6.85,289.41,yellow_armchair,5.25,5.5,263.17,wooden_beige_sofa,5.85,3.75,294.66,hexagonal_top_table,0.09,6.87,199.5,white_armchair
9.11,5.0,7.94,1.73,20.13,brown_sofa,8.03,2.05,49.75,hexagonal_top_table,5.93,3.56,320.81,antique_desk,4.48,3.78,86.37,white_armchair,7.94,1.73,20.13,brown_sofa,8.03,2.05,49.75,hexagonal_top_table,5.93,3.56,320.81,antique_desk,4.48,3.78,86.37,white_armchair
5.26,9.77,1.75,4.63,19.7,wooden_beige_sofa,0.31,1.82,239.26,hexagonal_top_table,4.25,6.04,246.91,hexagonal_top_table,0.46,9.71,43.33,white_armchair,1.75,4.63,19.7,wooden_beige_sofa,0.31,1.82,239.26,hexagonal_top_table,4.25,6.04,246.91,hexagonal_top_table,0.46,9.71,43.33,white_armchair
8.67,8.38,1.37,0.29,348.44,modern_chair,5.17,2.13,344.8,wooden_beige_sofa,8.25,2.3,65.71,coffee_table,2.2,8.16,291.21,coffee_table,1.37,0.29,348.44,modern_chair,5.17,2.13,344.8,wooden_beige_sofa,8.25,2.3,65.71,coffee_table,2.2,8.16,291.21,coffee_table
6.15,4.25,0.62,1.94,166.67,yellow_armchair,1.88,3.21,280.91,wooden_beige_sofa,5.03,1.71,12.02,brown_sofa,2.19,1.85,25.24,hexagonal_top_table,0.62,1.94,166.67,yellow_armchair,1.88,3.21,280.91,wooden_beige_sofa,5.03,1.71,12.02,brown_sofa,2.19,1.85,25.24,hexagonal_top_table
4.42,5.12,0.27,3.79,202.91,brown_sofa,3.57,2.07,250.14,hexagonal_top_table,0.82,0.9,150.12,coffee_table,2.78,3.46,274.65,yellow_armchair,0.27,3.79,202.91,brown_sofa,3.57,2.07,250.14,hexagonal_top_table,0.82,0.9,150.12,coffee_table,2.78,3.46,274.65,yellow_armchair
8.16,7.01,3.88,2.69,83.21,wooden_beige_sofa,7.91,1.71,114.16,modern_chair,0.51,1.66,257.99,coffee_table,1.24,0.05,59.55,red_brown_sofa,3.88,2.69,83.21,wooden_beige_sofa,7.91,1.71,114.16,modern_chair,0.51,1.66,257.99,coffee_table,1.24,0.05,59.55,red_brown_sofa
3.36,9.06,1.98,1.47,114.32,modern_chair,1.74,3.54,48.17,leather_vintage_sofa,1.56,4.89,273.95,red_brown_sofa,1.72,7.48,53.22,leather_vintage_sofa,1.98,1.47,114.32,modern_chair,1.74,3.54,48.17,leather_vintage_sofa,1.56,4.89,273.95,red_brown_sofa,1.72,7.48,53.22,leather_vintage_sofa
7.54,7.91,3.27,7.65,255.2,yellow_armchair,6.55,6.74,291.44,red_brown_sofa,4.49,7.39,23.18,wooden_beige_sofa,4.4,2.78,282.42,white_armchair,3.27,7.65,255.2,yellow_armchair,6.55,6.74,291.44,red_brown_sofa,4.49,7.39,23.18,wooden_beige_sofa,4.4,2.78,282.42,white_armchair
4.71,5.71,1.82,4.6,190.64,wooden_beige_sofa,3.61,3.77,163.75,hexagonal_top_table,2.33,0.16,172.76,green_sofa,0.68,2.1,162.45,hexagonal_top_table,1.82,4.6,190.64,wooden_beige_sofa,3.61,3.77,163.75,hexagonal_top_table,2.33,0.16,172.76,green_sofa,0.68,2.1,162.45,hexagonal_top_table
6.73,5.31,3.91,0.5,205.59,modern_chair,6.67,4.08,129.65,wooden_beige_sofa,3.03,1.21,256.45,brown_sofa,6.21,3.27,33.65,red_brown_sofa,3.91,0.5,205.59,modern_chair,6.67,4.08,129.65,wooden_beige_sofa,3.03,1.21,256.45,brown_sofa,6.21,3.27,33.65,red_brown_sofa
7.57,5.94,1.99,1.0,67.37,leather_vintage_sofa,2.73,5.91,325.96,coffee_table,1.62,3.29,190.25,white_armchair,0.26,3.65,248.12,antique_desk,1.99,1.0,67.37,leather_vintage_sofa,2.73,5.91,325.96,coffee_table,1.62,3.29,190.25,white_armchair,0.26,3.65,248.12,antique_desk
7.22,6.45,1.68,2.8,199.33,hexagonal_top_table,4.04,1.72,223.87,brown_sofa,5.64,2.58,92.78,yellow_armchair,2.14,0.69,187.32,modern_chair,1.68,2.8,199.33,hexagonal_top_table,4.04,1.72,223.87,brown_sofa,5.64,2.58,92.78,yellow_armchair,2.14,0.69,187.32,modern_chair
8.89,3.14,3.68,1.1,296.68,leather_vintage_sofa,2.54,2.98,343.43,modern_chair,0.58,1.71,16.32,yellow_armchair,2.43,1.03,353.61,wooden_beige_sofa,3.68,1.1,296.68,leather_vintage_sofa,2.54,2.98,343.43,modern_chair,0.58,1.71,16.32,yellow_armchair,2.43,1.03,353.61,wooden_beige_sofa
9.06,4.7,2.12,1.57,249.29,modern_chair,0.37,4.49,149.25,antique_desk,3.45,3.27,312.09,leather_vintage_sofa,3.2,2.46,341.24,white_armchair,2.12,1.57,249.29,modern_chair,0.37,4.49,149.25,antique_desk,3.45,3.27,312.09,leather_vintage_sofa,3.2,2.46,341.24,white_armchair
8.75,4.05,6.19,3.45,71.04,antique_desk,7.76,0.46,148.26,yellow_armchair,7.41,1.05,335.35,white_armchair,2.44,3.42,169.7,wooden_beige_sofa,6.19,3.45,71.04,antique_desk,7.76,0.46,148.26,yellow_armchair,7.41,1.05,335.35,white_armchair,2.44,3.42,169.7,wooden_beige_sofa
5.59,9.3,4.78,2.84,208.7,white_armchair,1.11,3.85,203.8,wooden_beige_sofa,3.08,6.79,168.61,green_sofa,2.4,2.91,303.87,green_sofa,4.78,2.84,208.7,white_armchair,1.11,3.85,203.8,wooden_beige_sofa,3.08,6.79,168.61,green_sofa,2.4,2.91,303.87,green_sofa
4.8,9.49,3.38,1.23,136.39,red_brown_sofa,3.55,7.81,66.92,yellow_armchair,1.19,5.33,100.05,green_sofa,1.31,3.1,316.69,yellow_armchair,3.38,1.23,136.39,red_brown_sofa,3.55,7.81,66.92,yellow_armchair,1.19,5.33,100.05,green_sofa,1.31,3.1,316.69,yellow_armchair
3.88,3.28,2.68,1.26,134.63,red_brown_sofa,1.58,3.27,180.69,brown_sofa,3.74,1.98,243.75,yellow_armchair,1.44,0.44,23.49,brown_sofa,2.68,1.26,134.63,red_brown_sofa,1.58,3.27,180.69,brown_sofa,3.74,1.98,243.75,yellow_armchair,1.44,0.44,23.49,brown_sofa
8.87,9.81,2.07,6.41,344.51,coffee_table,0.46,5.07,11.18,hexagonal_top_table,5.39,5.27,60.72,wooden_beige_sofa,2.93,3.5,255.68,green_sofa,2.07,6.41,344.51,coffee_table,0.46,5.07,11.18,hexagonal_top_table,5.39,5.27,60.72,wooden_beige_sofa,2.93,3.5,255.68,green_sofa
4.0,9.48,2.11,3.38,173.56,white_armchair,2.34,2.16,184.62,leather_vintage_sofa,0.67,3.68,215.8,red_brown_sofa,0.99,6.35,355.29,green_sofa,2.11,3.38,173.56,white_armchair,2.34,2.16,184.62,leather_vintage_sofa,0.67,3.68,215.8,red_brown_sofa,0.99,6.35,355.29,green_sofa
7.45,4.25,1.43,3.15,337.83,antique_desk,7.01,3.59,160.69,wooden_beige_sofa,4.55,1.39,284.18,white_armchair,5.69,1.43,246.98,hexagonal_top_table,1.43,3.15,337.83,antique_desk,7.01,3.59,160.69,wooden_beige_sofa,4.55,1.39,284.18,white_armchair,5.69,1.43,246.98,hexagonal_top_table
4.31,9.9,1.72,8.54,230.0,antique_desk,1.77,6.31,3.61,modern_chair,2.56,6.12,8.15,green_sofa,1.37,1.01,251.9,hexagonal_top_table,1.72,8.54,230.0,antique_desk,1.77,6.31,3.61,modern_chair,2.56,6.12,8.15,green_sofa,1.37,1.01,251.9,hexagonal_top_table
8.88,5.8,7.31,2.97,209.7,wooden_beige_sofa,6.77,5.06,70.21,wooden_beige_sofa,7.65,1.83,324.67,white_armchair,8.69,1.03,15.41,coffee_table,7.31,2.97,209.7,wooden_beige_sofa,6.77,5.06,70.21,wooden_beige_sofa,7.65,1.83,324.67,white_armchair,8.69,1.03,15.41,coffee_table
3.89,6.56,0.7,0.3,134.39,green_sofa,1.26,1.36,335.71,coffee_table,0.85,6.02,162.71,antique_desk,3.29,3.94,128.39,wooden_beige_sofa,0.7,0.3,134.39,green_sofa,1.26,1.36,335.71,coffee_table,0.85,6.02,162.71,antique_desk,3.29,3.94,128.39,wooden_beige_sofa
9.68,3.06,5.16,2.48,232.22,red_brown_sofa,4.18,0.09,114.02,white_armchair,0.07,0.3,316.88,white_armchair,0.21,2.8,100.21,wooden_beige_sofa,5.16,2.48,232.22,red_brown_sofa,4.18,0.09,114.02,white_armchair,0.07,0.3,316.88,white_armchair,0.21,2.8,100.21,wooden_beige_sofa
8.13,5.2,4.4,5.12,345.52,antique_desk,7.58,2.45,246.82,brown_sofa,3.33,0.73,260.48,white_armchair,3.49,0.47,68.42,white_armchair,4.4,5.12,345.52,antique_desk,7.58,2.45,246.82,brown_sofa,3.33,0.73,260.48,white_armchair,3.49,0.47,68.42,white_armchair
9.28,7.38,1.52,0.29,249.02,brown_sofa,1.54,3.07,254.34,brown_sofa,0.14,6.33,304.09,brown_sofa,6.64,4.27,261.53,white_armchair,1.52,0.29,249.02,brown_sofa,1.54,3.07,254.34,brown_sofa,0.14,6.33,304.09,brown_sofa,6.64,4.27,261.53,white_armchair
4.66,9.44,1.5,9.06,220.17,coffee_table,0.67,4.85,93.45,antique_desk,4.53,0.99,68.95,coffee_table,2.24,8.12,333.5,green_sofa,1.5,9.06,220.17,coffee_table,0.67,4.85,93.45,antique_desk,4.53,0.99,68.95,coffee_table,2.24,8.12,333.5,green_sofa
9.37,5.35,9.06,3.45,185.47,wooden_beige_sofa,8.6,1.26,129.47,red_brown_sofa,2.98,3.69,128.65,leather_vintage_sofa,8.49,3.16,66.38,hexagonal_top_table,9.06,3.45,185.47,wooden_beige_sofa,8.6,1.26,129.47,red_brown_sofa,2.98,3.69,128.65,leather_vintage_sofa,8.49,3.16,66.38,hexagonal_top_table
7.82,9.73,5.2,0.68,186.2,modern_chair,2.96,5.42,188.94,antique_desk,5.85,9.41,165.44,green_sofa,5.38,5.2,14.96,antique_desk,5.2,0.68,186.2,modern_chair,2.96,5.42,188.94,antique_desk,5.85,9.41,165.44,green_sofa,5.38,5.2,14.96,antique_desk
4.29,4.68,4.04,2.87,279.12,yellow_armchair,3.97,2.38,77.28,yellow_armchair,3.61,3.63,57.03,green_sofa,3.68,0.41,289.57,antique_desk,4.04,2.87,279.12,yellow_armchair,3.97,2.38,77.28,yellow_armchair,3.61,3.63,57.03,green_sofa,3.68,0.41,289.57,antique_desk
